message_id;original_message_id;summary_line_number;cluster;subject;source_tag;specialist;summary;texto_limpo;decisao;justificativa;
sellside-5a3abaca-dbda-45b7-b4d6-7b71afc03185__line_0009;sellside-5a3abaca-dbda-45b7-b4d6-7b71afc03185;9;180;US Daily: Whatâ€™s Behind the Recent Core PPI Acceleration?;us_macro_economy;inflation/qualitative-research;- [REDACTED] sees limited pipeline inflation pressure beyond these named drivers, based on its supply-chain input-cost tracking tool â€” though it notes the tool is weak at capturing electronics-component pressures.;- sees limited pipeline inflation pressure beyond these named drivers, based on its supply-chain input-cost tracking tool â€” though it notes the tool is weak at capturing electronics-component pressures.;util;;
sellside-27af6ed9-7fe9-40e5-8b7b-8ec848262c2a__line_0003;sellside-27af6ed9-7fe9-40e5-8b7b-8ec848262c2a;3;180;US Daily: What Can the Producer Price Index Tell Us About Inflation?;us_macro_economy;inflation/quantitative-research;- The signal is somewhat stronger at inflation extremes (unusually high or low months) and for core goods categories, as seen in 2020â€“2022.;- the signal is somewhat stronger at inflation extremes (unusually high or low months) and for core goods categories, as seen in 2020â€“2022.;util;;
sellside-d3142f0f-d35e-4712-8446-359a02251943__line_0013;sellside-d3142f0f-d35e-4712-8446-359a02251943;13;181;US Economics Analyst: Financial Risks to the Macro Outlook: The View from Our Financial Excess Monitor (Rindels);us_macro_economy;generic/context-analysis;- **Downside (housing):** slowing immigration reduces household formation, and widespread mortgage rate buydowns signal affordability is an increasingly binding constraint, both of which could lift the vacancy rate and weigh on prices.;- **downside (housing):** slowing immigration reduces household formation, and widespread mortgage rate buydowns signal affordability is an increasingly binding constraint, both of which could lift the vacancy rate and weigh on prices.;util;;
sellside-4ccb378d-c42f-4865-b410-5c9dbbb90689__line_0011;sellside-4ccb378d-c42f-4865-b410-5c9dbbb90689;11;181;US Economics Analyst: The Evolving Landscape of Digital Money and Payments (Abecasis);us_macro_economy;generic/context-analysis;Risks. - The report frames outcomes as structural rather than as scenario risks, and flags no explicit upside/downside risk set.;risks. - the report frames outcomes as structural rather than as scenario risks, and flags no explicit upside/downside risk set.;util;;
sellside-adc7f810-4818-489c-991c-d0cde410e75a__line_0001;sellside-adc7f810-4818-489c-991c-d0cde410e75a;1;182;FX in Focus: Linking FX Performance and Flows (Rosenberg/Kanter);us_macro_economy;generic/qualitative-research;Definitive impacts. - A portfolio inflow of 1% of total AUM corresponds to roughly a 0.3% currency appreciation versus the Dollar, all else equal â€” the estimated flow-to-FX beta.;definitive impacts. - a portfolio inflow of 1% of total aum corresponds to roughly a 0.3% currency appreciation versus the dollar, all else equal â€” the estimated flow-to-fx beta.;util;;
sellside-792c99e9-233e-43ca-8759-3d7ff00f5f25__line_0001;sellside-792c99e9-233e-43ca-8759-3d7ff00f5f25;1;183;Global Markets Daily: Business cycle should limit equity drawdown risk despite AI disruption and geopolitical shocks;us_macro_economy;generic/context-analysis;Landscape. - US equities are range-bound YTD and more volatile recently, with AI-disruption fears weighing on capital-light sectors (software) and geopolitical concern around US/Iran tensions and US tariffs.;landscape. - us equities are range-bound ytd and more volatile recently, with ai-disruption fears weighing on capital-light sectors (software) and geopolitical concern around us/iran tensions and us tariffs.;util;;
sellside-4d8d6bab-6aa8-4958-b77c-f37c39c6e22a__line_0001;sellside-4d8d6bab-6aa8-4958-b77c-f37c39c6e22a;1;184;Global Markets Daily: Heated Rivalryâ€”USD/CAD and The USMCA Review;us_macro_economy;generic/qualitative-research;"Definitive impacts. - Higher measured contentiousness with Canada than Mexico: an index of ""trade war"" headlines as a share of total trade-related news (via Bloomberg News Trends) shows Canada coverage more conflict-heavy than Mexico's, matching the 2018â€“19 pattern.";"definitive impacts. - higher measured contentiousness with canada than mexico: an index of ""trade war"" headlines as a share of total trade-related news (via bloomberg news trends) shows canada coverage more conflict-heavy than mexico's, matching the 2018â€“19 pattern.";util;;
sellside-b67f44ad-6d65-4603-b045-280d96c7f052__line_0016;sellside-b67f44ad-6d65-4603-b045-280d96c7f052;16;185;Global Rates Notes: Q&A on Treasury's Long-End Buybacks;us_macro_economy;generic/qualitative-research;"- The UK and Japan show, in [REDACTED]'s reading, that long-end supply cuts can widen spreads and normalize excess steepness but cannot arrest macro-driven yield pressure â€” cheapness simply migrates (into the JGB belly; into a blocked easing path in the UK).";"- the uk and japan show, in 's reading, that long-end supply cuts can widen spreads and normalize excess steepness but cannot arrest macro-driven yield pressure â€” cheapness simply migrates (into the jgb belly; into a blocked easing path in the uk).";util;;
sellside-4a3eb0bb-442a-4c60-a985-76770f42ebaf__line_0001;sellside-4a3eb0bb-442a-4c60-a985-76770f42ebaf;1;186;Global Rates Notes: US Ratesâ€”Less Cheap, but Still Not Rich;us_macro_economy;monetary-policy/context-analysis;Landscape. - Near-term cut pricing has swung from the hawkish to the dovish end of its recent range, with the market-implied terminal rate now near the post-Liberation Day lows after Friday's post-payrolls rally.;landscape. - near-term cut pricing has swung from the hawkish to the dovish end of its recent range, with the market-implied terminal rate now near the post-liberation day lows after friday's post-payrolls rally.;util;;
sellside-f4d39b30-dba9-40f4-9724-4ec577b11447__line_0001;sellside-f4d39b30-dba9-40f4-9724-4ec577b11447;1;187;US Daily: Would Hikes Help?;us_macro_economy;monetary-policy/qualitative-research;Definitive impacts. - The slack tracker â€” a composite of ten labor-market utilization measures scaled to the unemployment rate â€” sits 1pp higher than late last cycle, when the Fed struggled to sustain 2% inflation.;definitive impacts. - the slack tracker â€” a composite of ten labor-market utilization measures scaled to the unemployment rate â€” sits 1pp higher than late last cycle, when the fed struggled to sustain 2% inflation.;util;;
sellside-6d2e37d8-eb72-46a6-b164-9c7f55af0685__line_0020;sellside-6d2e37d8-eb72-46a6-b164-9c7f55af0685;20;188;US Daily: 5 Questions on the Near-Term Outlook for Trade and Fiscal Policy (Phillips);us_macro_economy;generic/qualitative-research;"The fiscal side runs through the budget reconciliation process, where a budget resolution sets binding ten-year deficit limits that the tax-writing committees must work within. Senate Republicans plan to use a ""current policy"" baseline, which affects how temporary versus permanent provisions are scored.";"the fiscal side runs through the budget reconciliation process, where a budget resolution sets binding ten-year deficit limits that the tax-writing committees must work within. senate republicans plan to use a ""current policy"" baseline, which affects how temporary versus permanent provisions are scored.";util;;
sellside-88668dd1-345a-4874-b20c-86a85f0f5af8__line_0007;sellside-88668dd1-345a-4874-b20c-86a85f0f5af8;7;188;US Daily: A Retrospective on 10 Questions for 2025;us_macro_economy;generic/context-analysis;- Underlying disinflation continued, driven by labor-market rebalancing and the exhaustion of catch-up inflation, as in 2023â€“24 â€” the headline overshoot is mostly tariff pass-through, not a stalled trend.;- underlying disinflation continued, driven by labor-market rebalancing and the exhaustion of catch-up inflation, as in 2023â€“24 â€” the headline overshoot is mostly tariff pass-through, not a stalled trend.;util;;
sellside-f4814a6c-788f-4a99-8fd8-3bebe3b8ad03__line_0009;sellside-f4814a6c-788f-4a99-8fd8-3bebe3b8ad03;9;189;US Economics Analyst: The Fed Task Forces;us_macro_economy;monetary-policy/qualitative-research;"- On the balance sheet, [REDACTED] sees little support for abandoning ample reserves, so limited scope to shrink the balance sheet; the long-run asset-composition question (proportional-to-issuance vs. mostly-bills) stays open, but [REDACTED] argues it ""ultimately doesn't matter much"" because Treasury would adapt its issuance to offset the Fed's choice.";"- on the balance sheet, sees little support for abandoning ample reserves, so limited scope to shrink the balance sheet; the long-run asset-composition question (proportional-to-issuance vs. mostly-bills) stays open, but argues it ""ultimately doesn't matter much"" because treasury would adapt its issuance to offset the fed's choice.";util;;
sellside-8e8690aa-40a2-466e-8045-d2ff2d7ae6b3__line_0012;sellside-8e8690aa-40a2-466e-8045-d2ff2d7ae6b3;12;189;Global Markets Analyst: Revisiting the Outlook for the Fed's Balance Sheet;us_macro_economy;monetary-policy/qualitative-research;- [REDACTED]'s economists challenge Warsh's claim that a smaller balance sheet creates room to cut the funds rate: a higher free float biases long yields up, but greater bank intermediation capacity and a Treasury tilt toward more bill issuance would dampen that effect.;- 's economists challenge warsh's claim that a smaller balance sheet creates room to cut the funds rate: a higher free float biases long yields up, but greater bank intermediation capacity and a treasury tilt toward more bill issuance would dampen that effect.;util;;
sellside-7d3da80d-2830-4df7-9c60-eec2754c7ea3__line_0017;sellside-7d3da80d-2830-4df7-9c60-eec2754c7ea3;17;189;Global Markets Daily: Halftime Check-In For Treasury Demand;us_macro_economy;generic/context-analysis;On the Fed, the mechanics matter: to keep reserves stable as a share of bank assets, the balance sheet needs to grow roughly $25bn a month to match currency demand, TGA growth, and banking-system expansion. **The analyst sees room to run reserves down to about 11% of bank assets â€” the point at which TGCR would sit modestly below IORB â€” and expects reserve management purchases to taper in Q4 even after SOMA Manager Perli's more cautious recent tone.** Chairman Warsh's task force is not expected to change balance sheet policy materially, though a formalized asset/liability management framework, along the lines Governor Waller has discussed, would skew Fed buying toward bills for longer than a market-neutral stance.;on the fed, the mechanics matter: to keep reserves stable as a share of bank assets, the balance sheet needs to grow roughly $25bn a month to match currency demand, tga growth, and banking-system expansion. **the analyst sees room to run reserves down to about 11% of bank assets â€” the point at which tgcr would sit modestly below iorb â€” and expects reserve management purchases to taper in q4 even after soma manager perli's more cautious recent tone.** chairman warsh's task force is not expected to change balance sheet policy materially, though a formalized asset/liability management framework, along the lines governor waller has discussed, would skew fed buying toward bills for longer than a market-neutral stance.;util;;
